antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
is_correct=0 & is_uncertain=0 & noise_keyword_present=0,noise_keyword_hit=none,0.18715162966461973,0.7123287671232876,0.18715162966461973,1.0,1.403846153846154,1.0,0.05383814004050705,inf,0.35390516039051606,0.2627320954907162,1.0,0.6313660477453581
is_correct=0 & is_uncertain=0 & noise_keyword_hit=none,noise_keyword_present=0,0.18715162966461973,0.7123287671232876,0.18715162966461973,1.0,1.403846153846154,1.0,0.05383814004050705,inf,0.35390516039051606,0.2627320954907162,1.0,0.6313660477453581
is_correct=0 & is_uncertain=0,noise_keyword_hit=none & noise_keyword_present=0,0.21445441662730277,0.7123287671232876,0.18715162966461973,0.8726872246696036,1.2251186038630975,1.0,0.034389579464349285,2.2595629710385374,0.23391704050779474,0.25303359305147527,0.5574365428990982,0.5677096600801599
is_correct=0 & is_uncertain=0 & noise_keyword_present=0,has_formula=1,0.18715162966461973,0.750968351440718,0.18252243741143126,0.9752650176678446,1.2986765897614962,1.0,0.041977486612748,10.067993791753846,0.28293757874665637,0.24156039009752434,0.9006753459841179,0.6091572289244997
has_formula=1 & is_correct=0 & is_uncertain=0,noise_keyword_present=0,0.20453471894189892,0.7123287671232876,0.18252243741143126,0.8923787528868359,1.252762480014212,1.0,0.036826473233640244,2.6729966488329673,0.2536428596017565,0.24855268236202238,0.6258880457494772,0.5743060873187495
has_formula=1 & is_correct=0 & noise_keyword_present=0,is_uncertain=0,0.26717052432687766,0.6698157770429853,0.18252243741143126,0.6831683168316831,1.0199346450865114,1.0,0.0035674050564418747,1.0421439537080772,0.026670627558465075,0.24192336589030805,0.040439666284224865,0.4778323953692971
is_correct=0 & is_uncertain=0,has_formula=1 & noise_keyword_present=0,0.21445441662730277,0.5215871516296646,0.18252243741143126,0.8511013215859031,1.6317528507492818,1.0,0.07066576908839502,3.2130093662741466,0.4928575785983823,0.3297491039426523,0.6887653019326194,0.6005189636366393
is_correct=0 & is_uncertain=0 & uses_coordinate=0,has_formula=1,0.13084553613604158,0.750968351440718,0.12102031176192725,0.9249097472924186,1.2316228047666689,1.0,0.0227594551964672,3.3164310889865836,0.21637477514170295,0.1590711536073513,0.6984710451783955,0.5430310467497443
is_correct=0 & is_uncertain=0 & uses_coordinate=0,noise_keyword_present=0,0.13084553613604158,0.7123287671232876,0.10968351440717997,0.8382671480144404,1.1767981116356567,1.0,0.016478474967807882,1.7786815068493145,0.17285370557615234,0.14953632148377125,0.4377858002406737,0.4961229639276446
is_correct=0 & is_uncertain=0 & uses_coordinate=0,noise_keyword_hit=none,0.13084553613604158,0.7123287671232876,0.10968351440717997,0.8382671480144404,1.1767981116356567,1.0,0.016478474967807882,1.7786815068493145,0.17285370557615234,0.14953632148377125,0.4377858002406737,0.4961229639276446
is_correct=0 & is_uncertain=0,ai_judgment=cannot_pass,0.21445441662730277,0.556353330184223,0.2096362777515352,0.9775330396475772,1.7570363770877238,1.0,0.09032384888822051,19.746626283957237,0.5484848098895534,0.37356902356902366,0.9493584379620112,0.6771686254444373
